sent_id,tokens,entities,relations
31835238_s15,11,0,0
31835238_s16,24,1,0
30594810_s0,16,2,0
30594810_s1,25,6,4
30594810_s2,17,2,1
30594810_s3,28,4,0
30594810_s4,30,2,0
30594810_s5,18,2,0
30594810_s6,33,6,1
30594810_s7,21,2,0
30594810_s8,14,2,0
30594810_s9,14,4,0
30594810_s10,20,1,0
30594810_s11,13,1,0
30594810_s12,20,3,0
30594810_s13,12,1,0
30594810_s14,15,2,0
30594810_s15,12,2,0
30594810_s16,21,3,0
30594810_s17,12,2,0
30030591_s0,10,0,0
30030591_s1,31,4,2
30030591_s2,20,1,0
30030591_s3,30,0,0
30030591_s4,20,0,0
30030591_s5,46,6,5
30030591_s6,37,2,1
28282733_s0,23,2,1
28282733_s1,23,2,1
28282733_s2,46,0,0
28282733_s3,21,1,0
28282733_s4,18,1,0
28282733_s5,22,0,0
28282733_s6,20,1,0
28282733_s7,19,1,0
28282733_s8,20,1,0
28282733_s9,19,1,0
28222509_s0,14,4,2
28222509_s1,26,3,1
28222509_s2,42,7,5
28222509_s3,21,3,1
28222509_s4,13,3,0
28222509_s5,27,2,0
28222509_s6,11,1,0
28222509_s7,27,2,0
28222509_s8,20,1,0
28222509_s9,17,3,2
33049482_s0,19,1,0
33049482_s1,26,1,0
33049482_s2,29,6,4
33049482_s3,27,1,0
33049482_s4,15,0,0
33049482_s5,20,0,0
33049482_s6,20,4,2
33049482_s7,36,0,0
33049482_s8,21,0,0
31864798_s0,8,2,1
31864798_s1,21,4,3
31864798_s2,14,5,0
31864798_s3,58,10,0
31864798_s4,7,1,0
30027340_s0,10,1,0
30027340_s1,20,3,1
30027340_s2,12,1,0
30027340_s3,35,2,0
30027340_s4,25,0,0
30027340_s5,24,1,0
30027340_s6,24,2,1
30027340_s7,18,1,0
28269791_s0,10,1,0
28269791_s1,17,2,1
28269791_s2,24,3,1
28269791_s3,30,2,0
28269791_s4,33,2,0
28269791_s5,22,0,0
28269791_s6,10,0,0
28269791_s7,16,1,0
28269791_s8,19,0,0
28269791_s9,25,0,0
28269791_s10,15,1,0
29387036_s0,5,2,0
29387036_s1,25,0,0
29387036_s2,27,0,0
29387036_s3,27,6,3
29387036_s4,11,1,0
29387036_s5,16,3,1
29387036_s6,23,2,0
29387036_s7,17,0,0
29387036_s8,29,0,0
29387036_s9,79,8,5
29387036_s10,43,2,0
26253607_s0,11,2,0
26253607_s1,17,5,4
26253607_s2,36,6,2
26253607_s3,20,1,0
26253607_s4,22,1,0
26253607_s5,29,3,0
26253607_s6,19,3,0
26253607_s7,35,8,5
26253607_s8,18,3,0
26253607_s9,12,1,0
33386391_s0,5,3,0
33386391_s1,22,3,2
33386391_s2,32,10,5
33386391_s3,60,9,5
33386391_s4,13,3,1
33386391_s5,28,0,0
33386391_s6,14,0,0
33386391_s7,74,5,1
33386391_s8,10,1,0
33386391_s9,15,1,0
33386391_s10,13,8,4
26756326_s0,14,1,0
26756326_s1,38,2,0
26756326_s2,29,0,0
26756326_s3,12,0,0
26756326_s4,25,1,0
26756326_s5,23,0,0
26756326_s6,35,0,0
26756326_s7,13,0,0
26756326_s8,24,0,0
29760756_s0,14,3,0
29760756_s1,24,2,1
29760756_s2,33,3,0
29760756_s3,36,7,1
29760756_s4,20,2,0
29760756_s5,17,3,0
29760756_s6,24,1,0
29760756_s7,29,4,3
27475317_s0,20,4,0
27475317_s1,27,6,2
27475317_s2,12,0,0
27475317_s3,21,3,0
27475317_s4,45,4,0
27475317_s5,60,8,2
27475317_s6,35,4,0
27475317_s7,24,4,0
27475317_s8,33,4,0
33383188_s0,13,3,0
33383188_s1,40,4,2
33383188_s2,14,1,0
33383188_s3,21,2,0
33383188_s4,43,3,0
33383188_s5,38,4,1
33383188_s6,32,2,0
33383188_s7,46,5,0
33383188_s8,28,2,0
33383188_s9,24,3,0
33383188_s10,32,5,0
27477018_s0,16,6,0
27477018_s1,19,3,2
27477018_s2,26,7,4
27477018_s3,13,1,0
27477018_s4,26,5,0
27477018_s5,28,7,1
27477018_s6,16,3,0
27477018_s7,22,3,1
27477018_s8,2,0,0
27974647_s0,13,3,0
27974647_s1,18,3,2
27974647_s2,36,4,2
27974647_s3,18,0,0
27974647_s4,24,3,0
27974647_s5,17,5,2
27974647_s6,10,0,0
27974647_s7,28,5,1
27974647_s8,46,9,0
27974647_s9,13,4,0
27974647_s10,17,3,2
27974647_s11,15,4,2
29182706_s0,46,5,2
29182706_s1,32,3,0
29182706_s2,13,0,0
29182706_s3,10,0,0
29182706_s4,14,1,0
29182706_s5,11,0,0
29182706_s6,12,1,0
29182706_s7,9,1,0
29182706_s8,17,0,0
29182706_s9,7,0,0
29182706_s10,13,1,0
29182706_s11,12,0,0
29182706_s12,9,2,1
29182706_s13,35,3,0
29182706_s14,17,1,0
29182706_s15,22,0,0
29182706_s16,7,2,1
29182706_s17,11,3,0
29182706_s18,26,3,0
29182706_s19,36,4,0
31673052_s0,19,5,5
31673052_s1,33,10,4
31673052_s2,16,3,2
31673052_s3,29,6,0
31673052_s4,22,4,2
31673052_s5,7,2,0
31673052_s6,24,5,1
31673052_s7,30,2,0
31673052_s8,33,7,1
30031930_s0,21,1,0
30031930_s1,20,4,2
30031930_s2,13,1,0
30031930_s3,28,3,1
30031930_s4,25,3,0
30031930_s5,10,1,0
30031930_s6,15,4,1
30031930_s7,30,2,0
30031930_s8,16,0,0
30031930_s9,52,9,1
30031930_s10,12,3,0
30031930_s11,23,6,0
30031930_s12,46,9,2
30031930_s13,16,2,0
30031930_s14,19,3,0
30636629_s0,17,2,0
30636629_s1,26,2,1
30636629_s2,31,2,0
30636629_s3,39,3,0
30636629_s4,29,3,0
30636629_s5,45,13,6
30636629_s6,19,3,0
30636629_s7,39,5,0
30636629_s8,11,0,0
30636629_s9,11,0,0
30636629_s10,32,4,0
30636629_s11,17,1,0
30636629_s12,31,4,3
30636629_s13,13,0,0
27356620_s0,9,2,0
27356620_s1,17,5,2
27356620_s2,23,3,0
27356620_s3,33,3,0
27356620_s4,16,2,0
27356620_s5,17,2,0
27356620_s6,26,5,0
27356620_s7,18,1,0
26484931_s0,12,1,0
26484931_s1,42,3,1
26484931_s2,20,1,0
26484931_s3,35,1,0
26484931_s4,23,2,0
26484931_s5,27,0,0
26484931_s6,37,0,0
26484931_s7,20,1,0
26484931_s8,44,2,0
28901737_s0,16,4,1
28901737_s1,20,3,1
28901737_s2,26,2,0
28901737_s3,17,2,0
28901737_s4,32,1,0
28901737_s5,33,9,4
28901737_s6,22,2,0
28901737_s7,31,3,2
32354700_s0,14,3,2
32354700_s1,13,3,1
32354700_s2,31,4,3
32354700_s3,13,1,0
32354700_s4,27,4,3
32354700_s5,24,3,2
32354700_s6,24,3,0
32354700_s7,15,1,0
32354700_s8,24,2,1
26324541_s0,16,3,0
26324541_s1,21,4,2
26324541_s2,16,0,0
26324541_s3,18,2,0
26324541_s4,20,4,0
26324541_s5,16,2,0
26324541_s6,12,0,0
26324541_s7,34,4,0
26324541_s8,21,2,0
26324541_s9,21,5,0
26324541_s10,16,2,1
26324541_s11,10,3,1
26324541_s12,25,3,1
28128562_s0,17,2,0
28128562_s1,14,3,1
28128562_s2,27,3,1
28128562_s3,25,2,0
28128562_s4,28,1,0
28128562_s5,32,6,0
28128562_s6,29,3,0
26465007_s0,35,5,3
26465007_s1,14,1,0
26465007_s2,10,0,0
26465007_s3,16,1,0
26465007_s4,18,5,3
26465007_s5,15,3,0
26465007_s6,9,1,0
26465007_s7,7,0,0
26465007_s8,28,3,1
26465007_s9,14,1,0
26465007_s10,19,3,0
26465007_s11,21,5,7
26465007_s12,12,0,0
26465007_s13,13,1,0
26465007_s14,38,1,0
27906773_s0,11,2,0
27906773_s1,21,3,1
27906773_s2,32,6,3
27906773_s3,14,2,1
27906773_s4,18,3,0
27906773_s5,29,4,0
27906773_s6,27,4,0
27906773_s7,35,4,2
27906773_s8,27,4,2
31376643_s0,14,3,1
31376643_s1,25,3,1
31376643_s2,23,3,1
31376643_s3,21,7,1
31376643_s4,14,1,0
31376643_s5,50,10,2
31376643_s6,14,0,0
31376643_s7,60,8,0
31376643_s8,33,3,0
31376643_s9,14,0,0
31376643_s10,20,4,1
31376643_s11,21,0,0
29020327_s0,17,2,0
29020327_s1,33,4,0
29020327_s2,25,1,0
29020327_s3,26,0,0
29020327_s4,18,1,0
29020327_s5,18,2,0
29020327_s6,18,1,0
29020327_s7,26,1,0
29020327_s8,28,3,0
29020327_s9,11,2,1
29020327_s10,19,3,1
29020327_s11,9,1,0
29480180_s0,15,2,0
29480180_s1,22,2,1
29480180_s2,57,9,2
29480180_s3,21,1,0
29480180_s4,19,2,0
29480180_s5,15,3,0
29480180_s6,15,3,0
29480180_s7,30,2,0
29480180_s8,19,1,0
29480180_s9,19,2,1
29480180_s10,38,3,2
29172081_s0,18,2,1
29172081_s1,29,3,2
29172081_s2,32,5,0
29172081_s3,34,8,2
29172081_s4,39,5,1
29172081_s5,19,1,0
32913897_s0,14,1,0
32913897_s1,20,4,3
32913897_s2,21,4,2
32913897_s3,23,2,0
32913897_s4,25,3,0
32913897_s5,19,2,1
32913897_s6,14,2,0
32913897_s7,21,1,0
32913897_s8,22,2,1
29398961_s0,14,0,0
29398961_s1,37,7,4
29398961_s2,29,3,0
29398961_s3,12,2,1
29398961_s4,20,0,0
29398961_s5,24,1,0
29398961_s6,16,0,0
29398961_s7,8,1,0
29398961_s8,20,4,1
29398961_s9,14,2,1
29398961_s10,17,2,0
29398961_s11,10,1,0
29398961_s12,14,2,0
29398961_s13,31,0,0
29398961_s14,9,0,0
29398961_s15,11,0,0
29398961_s16,28,0,0
29398961_s17,27,0,0
29398961_s18,31,0,0
29398961_s19,9,0,0
29398961_s20,10,0,0
29398961_s21,19,0,0
29398961_s22,13,2,0
29398961_s23,25,2,0
30717264_s0,8,2,0
30717264_s1,17,3,2
30717264_s2,25,3,1
30717264_s3,36,6,1
30717264_s4,21,3,0
30717264_s5,19,0,0
30717264_s6,11,0,0
30717264_s7,18,2,0
30717264_s8,14,2,0
30717264_s9,10,0,0
30717264_s10,37,4,2
28031870_s0,7,1,0
28031870_s1,20,2,1
28031870_s2,19,0,0
28031870_s3,35,6,0
28031870_s4,56,1,0
28031870_s5,18,1,0
28213390_s0,23,3,1
28213390_s1,30,1,0
28213390_s2,38,2,1
28213390_s3,28,2,0
28213390_s4,13,2,0
28213390_s5,43,6,1
28213390_s6,34,4,0
28213390_s7,29,4,0
28213390_s8,41,5,2
30332747_s0,13,2,0
30332747_s1,27,5,4
30332747_s2,32,7,6
30332747_s3,32,6,0
30332747_s4,17,2,0
30332747_s5,17,2,0
30332747_s6,30,3,2
31840240_s0,11,1,0
31840240_s1,33,3,1
31840240_s2,31,3,1
31840240_s3,10,2,1
31840240_s4,12,0,0
31840240_s5,14,0,0
31840240_s6,23,3,0
31840240_s7,19,2,0
31840240_s8,19,2,0
31840240_s9,61,9,6
31840240_s10,33,4,0
31840240_s11,16,1,0
30408486_s0,15,2,0
30408486_s1,13,5,4
30408486_s2,13,2,0
30408486_s3,17,2,0
30408486_s4,34,5,2
30408486_s5,38,5,0
30408486_s6,27,6,3
30408486_s7,21,4,0
30408486_s8,41,6,3
30408486_s9,36,5,2
32104201_s0,12,2,0
32104201_s1,26,3,2
32104201_s2,42,3,0
32104201_s3,38,2,1
32104201_s4,32,6,2
32104201_s5,26,0,0
32104201_s6,23,2,1
32104201_s7,26,3,1
32104201_s8,19,0,0
27261521_s0,19,7,3
27261521_s1,20,1,0
27261521_s2,22,3,1
27261521_s3,17,5,1
27261521_s4,41,8,2
27261521_s5,30,3,0
27261521_s6,25,3,0
27261521_s7,18,4,0
27261521_s8,12,3,0
27261521_s9,9,0,0
28993014_s0,13,1,0
28993014_s1,43,5,0
28993014_s2,28,2,0
28993014_s3,20,0,0
28993014_s4,12,0,0
28993014_s5,23,5,2
30946856_s0,13,1,0
30946856_s1,22,2,1
30946856_s2,45,3,1
30946856_s3,15,0,0
30946856_s4,13,0,0
30946856_s5,30,0,0
30946856_s6,12,1,0
30946856_s7,16,0,0
31171953_s0,12,2,0
31171953_s1,10,3,2
31171953_s2,33,1,0
31171953_s3,17,1,0
31171953_s4,19,3,2
31171953_s5,31,4,3
31171953_s6,41,9,6
31171953_s7,29,2,1
30507581_s0,9,1,0
30507581_s1,32,7,9
30507581_s2,30,3,0
30507581_s3,13,1,0
30507581_s4,15,2,0
30507581_s5,27,2,1
27100049_s0,19,4,1
27100049_s1,26,6,4
27100049_s2,22,2,0
27100049_s3,17,1,0
27100049_s4,18,1,0
27100049_s5,26,3,1
27100049_s6,23,4,3
27100049_s7,24,3,0
27100049_s8,26,1,0
27100049_s9,19,1,0
27100049_s10,36,5,6
32922692_s0,17,1,0
32922692_s1,18,2,1
32922692_s2,39,0,0
32922692_s3,32,1,0
32922692_s4,11,0,0
32922692_s5,16,0,0
32922692_s6,68,1,0
32922692_s7,41,1,0
26471455_s0,10,1,0
26471455_s1,22,0,0
26471455_s2,21,1,0
26471455_s3,21,6,5
26471455_s4,29,2,0
26471455_s5,27,4,0
26471455_s6,48,3,0
26471455_s7,54,10,8
26471455_s8,13,2,1
26471455_s9,14,1,0
26471455_s10,13,1,0
26471455_s11,11,0,0
28677324_s0,10,1,0
28677324_s1,13,1,0
28677324_s2,21,1,0
28677324_s3,14,2,0
28677324_s4,14,1,0
28677324_s5,25,1,0
28677324_s6,19,2,1
28677324_s7,31,1,0
28677324_s8,10,1,0
28263538_s0,20,2,1
28263538_s1,20,1,0
28263538_s2,13,1,0
28263538_s3,21,4,2
28263538_s4,35,1,0
28263538_s5,13,0,0
28263538_s6,20,0,0
28263538_s7,26,0,0
28263538_s8,13,4,2
28263538_s9,6,0,0
28263538_s10,51,1,0
28263538_s11,33,0,0
28263538_s12,17,2,1
28263538_s13,22,1,0
28263538_s14,33,4,0
29490303_s0,7,2,0
29490303_s1,29,2,0
29490303_s2,11,2,0
29490303_s3,17,1,0
29490303_s4,22,3,0
29490303_s5,24,5,1
29490303_s6,12,2,0
29490303_s7,13,4,2
29490303_s8,14,2,1
29490303_s9,18,2,0
29490303_s10,15,3,0
29490303_s11,12,1,0
29490303_s12,31,2,0
30489116_s0,12,0,0
30489116_s1,16,2,1
30489116_s2,24,1,0
30489116_s3,39,2,0
30489116_s4,28,0,0
30489116_s5,21,0,0
30489116_s6,13,0,0
30489116_s7,19,0,0
30489116_s8,31,1,0
32251378_s0,11,2,0
32251378_s1,31,7,3
32251378_s2,23,2,0
32251378_s3,18,1,0
32251378_s4,41,1,0
32251378_s5,51,6,0
31281579_s0,18,3,0
31281579_s1,44,15,4
31281579_s2,16,0,0
31281579_s3,22,4,1
31281579_s4,18,1,0
31281579_s5,24,1,0
31281579_s6,29,3,1
31281579_s7,20,5,1
31281579_s8,10,0,0
31281579_s9,18,4,0
31281579_s10,29,2,0
31281579_s11,25,5,0
27553120_s0,17,1,0
27553120_s1,27,7,4
27553120_s2,12,2,1
27553120_s3,16,2,0
27553120_s4,29,7,3
27553120_s5,20,4,2
27553120_s6,22,3,1
27553120_s7,22,5,0
27553120_s8,28,3,1
30478761_s0,14,5,0
30478761_s1,19,5,3
30478761_s2,39,8,1
30478761_s3,39,8,2
30478761_s4,19,5,0
30478761_s5,17,6,0
30478761_s6,23,6,0
30478761_s7,38,6,0
30478761_s8,12,2,0
30478761_s9,26,8,2
30478761_s10,23,5,3
29956101_s0,5,1,0
29956101_s1,38,6,1
29956101_s2,40,2,0
29956101_s3,18,0,0
29956101_s4,7,0,0
29956101_s5,37,1,0
29956101_s6,40,1,0
29956101_s7,12,1,0
29956101_s8,9,0,0
29956101_s9,24,2,0
29763448_s0,18,1,0
29763448_s1,18,2,1
29763448_s2,26,3,1
29763448_s3,12,1,0
29763448_s4,20,1,0
29763448_s5,29,3,1
29763448_s6,37,10,5
29763448_s7,25,1,0
29763448_s8,23,1,0
29763448_s9,20,1,0
29763448_s10,17,1,0
29763448_s11,27,1,0
29849917_s0,10,2,0
29849917_s1,23,2,0
29849917_s2,33,1,0
29849917_s3,27,6,5
29849917_s4,21,2,0
29849917_s5,36,3,0
29362011_s0,12,2,0
29362011_s1,14,2,1
29362011_s2,25,4,2
29362011_s3,8,1,0
29362011_s4,17,3,1
29362011_s5,32,7,5
29362011_s6,35,6,1
29362011_s7,46,0,0
29362011_s8,13,0,0
29362011_s9,12,2,0
29362011_s10,15,3,1
29362011_s11,22,3,2
29362011_s12,22,4,2
29955664_s0,15,2,0
29955664_s1,26,4,1
29955664_s2,26,7,2
29955664_s3,10,2,0
29955664_s4,13,1,0
29955664_s5,21,2,0
29955664_s6,22,4,0
29955664_s7,10,1,0
29955664_s8,17,1,0
29955664_s9,16,2,0
28391183_s0,14,3,0
28391183_s1,22,4,2
28391183_s2,15,2,1
28391183_s3,29,2,0
28391183_s4,14,2,0
28391183_s5,26,2,0
28391183_s6,18,2,0
28391183_s7,32,4,0
28391183_s8,16,4,0
28391183_s9,26,6,2
28391183_s10,17,3,0
28391183_s11,25,3,0
28391183_s12,14,2,0
29036824_s0,11,1,0
29036824_s1,22,3,1
29036824_s2,21,1,0
29036824_s3,31,1,0
29036824_s4,28,9,3
29036824_s5,14,3,0
29036824_s6,21,2,0
29036824_s7,17,2,1
29036824_s8,22,3,2
29036824_s9,24,3,0
29036824_s10,14,2,1
29036824_s11,22,3,2
29036824_s12,16,1,0
28671132_s0,10,4,2
28671132_s1,15,3,2
28671132_s2,21,5,4
28671132_s3,42,8,3
28671132_s4,21,2,0
28671132_s5,19,4,0
28671132_s6,18,3,1
28671132_s7,25,2,0
28671132_s8,17,1,0
28671132_s9,50,3,0
28671132_s10,22,5,2
27144579_s0,15,3,0
27144579_s1,31,6,4
27144579_s2,13,2,1
27144579_s3,37,7,2
27144579_s4,23,1,0
27144579_s5,48,5,0
27144579_s6,28,2,0
27311772_s0,12,3,1
27311772_s1,37,8,5
27311772_s2,51,7,1
27311772_s3,78,7,1
27311772_s4,10,2,1
27311772_s5,19,2,0
26504392_s0,12,2,0
26504392_s1,37,3,0
26504392_s2,40,5,2
26504392_s3,10,4,3
26504392_s4,22,0,0
26504392_s5,15,2,0
26504392_s6,26,5,4
26504392_s7,30,2,1
26621205_s0,25,1,0
26621205_s1,16,0,0
26621205_s2,15,0,0
26621205_s3,18,0,0
26621205_s4,22,1,0
26621205_s5,17,1,0
26621205_s6,17,1,0
26621205_s7,18,1,0
26621205_s8,29,2,0
26621205_s9,21,0,0
26621205_s10,33,5,3
31316350_s0,16,3,1
31316350_s1,14,3,2
31316350_s2,21,2,1
31316350_s3,14,3,1
31316350_s4,9,1,0
31316350_s5,22,2,0
31316350_s6,19,3,0
31316350_s7,22,5,1
31316350_s8,12,4,3
31316350_s9,26,5,1
31316350_s10,26,4,4
31316350_s11,11,2,1
33222956_s0,9,1,0
33222956_s1,10,1,0
33222956_s2,27,2,1
33222956_s3,10,1,0
33222956_s4,32,2,0
33222956_s5,27,2,0
29130110_s0,20,6,0
29130110_s1,16,2,0
29130110_s2,17,5,4
29130110_s3,19,3,0
29130110_s4,32,4,1
29130110_s5,15,3,0
29130110_s6,30,6,0
29130110_s7,16,3,0
29130110_s8,27,6,1
28173111_s0,16,4,2
28173111_s1,27,4,3
28173111_s2,26,6,6
28173111_s3,24,2,0
28173111_s4,16,2,0
28173111_s5,59,16,0
28173111_s6,12,1,0
28173111_s7,29,1,0
28173111_s8,11,2,0
28173111_s9,13,1,0
28173111_s10,31,4,1
28173111_s11,21,3,0
28003375_s0,14,0,0
28003375_s1,25,1,0
28003375_s2,19,1,0
28003375_s3,34,3,1
28003375_s4,13,0,0
28003375_s5,35,2,1
28003375_s6,38,0,0
28003375_s7,24,1,0
28003375_s8,17,0,0
28003375_s9,25,0,0
28003375_s10,23,0,0
27986528_s0,16,3,0
27986528_s1,14,2,1
27986528_s2,23,4,3
27986528_s3,33,1,0
27986528_s4,29,7,2
27986528_s5,20,4,0
27986528_s6,22,1,0
27986528_s7,13,3,1
27986528_s8,19,2,0
27986528_s9,38,4,0
27986528_s10,28,3,1
29943695_s0,17,1,0
29943695_s1,36,2,0
29943695_s2,25,1,0
29943695_s3,47,0,0
29943695_s4,19,1,0
29780869_s0,17,1,0
29780869_s1,24,2,0
29780869_s2,29,4,3
29780869_s3,47,5,1
29780869_s4,13,0,0
29780869_s5,19,4,2
29780869_s6,22,4,1
29780869_s7,21,2,1
28667533_s0,7,1,0
28667533_s1,21,2,1
28667533_s2,11,1,0
28667533_s3,33,0,0
28667533_s4,24,1,0
28667533_s5,26,1,0
28667533_s6,18,1,0
28667533_s7,14,4,2
28667533_s8,19,5,4
28667533_s9,15,3,3
28667533_s10,13,2,0
30147000_s0,12,1,0
30147000_s1,42,4,0
30147000_s2,36,2,1
30147000_s3,26,1,0
30147000_s4,23,0,0
29930110_s0,10,1,0
29930110_s1,19,2,0
29930110_s2,30,3,2
29930110_s3,20,3,0
29930110_s4,16,3,2
29930110_s5,17,4,3
29930110_s6,26,3,1
27449203_s0,16,4,1
27449203_s1,22,5,3
27449203_s2,20,3,0
27449203_s3,29,4,0
27449203_s4,18,0,0
27449203_s5,14,2,0
27449203_s6,27,3,0
27449203_s7,13,1,0
27449203_s8,11,1,0
27449203_s9,26,3,0
27449203_s10,43,6,0
29521195_s0,16,0,0
29521195_s1,36,4,0
29521195_s2,40,3,1
29521195_s3,18,1,0
29521195_s4,7,2,1
29521195_s5,27,1,0
29521195_s6,26,3,2
29521195_s7,27,3,1
29521195_s8,22,2,1
29521195_s9,24,2,1
27033058_s0,8,2,0
27033058_s1,17,4,3
27033058_s2,39,7,5
27033058_s3,18,3,1
27033058_s4,19,2,0
27033058_s5,29,7,3
27033058_s6,26,4,0
27033058_s7,32,3,0
27033058_s8,31,3,1
27033058_s9,26,2,0
28680398_s0,12,3,0
28680398_s1,20,2,0
28680398_s2,21,2,0
28680398_s3,18,2,0
28680398_s4,19,1,0
28680398_s5,46,7,4
28680398_s6,20,2,0
28680398_s7,25,4,0
28680398_s8,27,5,1
28680398_s9,10,1,0
29367720_s0,18,2,0
29367720_s1,18,4,3
29367720_s2,19,0,0
29367720_s3,26,1,0
29367720_s4,20,3,0
29367720_s5,12,2,0
29367720_s6,25,4,0
29367720_s7,28,6,0
29367720_s8,15,3,0
29367720_s9,16,2,0
29775635_s0,14,4,0
29775635_s1,17,1,0
29775635_s2,17,0,0
29775635_s3,17,0,0
29775635_s4,26,6,2
29775635_s5,21,1,0
29775635_s6,19,1,0
29775635_s7,22,1,0
29775635_s8,15,2,0
29775635_s9,14,2,1
29775635_s10,17,6,5
29775635_s11,20,2,0
29775635_s12,24,1,0
29775635_s13,14,1,0
33188256_s0,17,4,0
33188256_s1,18,3,2
33188256_s2,30,1,0
33188256_s3,26,2,0
33188256_s4,10,0,0
33188256_s5,11,2,0
33188256_s6,34,12,0
33188256_s7,15,0,0
33188256_s8,19,3,0
33188256_s9,16,2,0
33188256_s10,24,1,0
30541012_s0,11,2,0
30541012_s1,16,3,1
30541012_s2,22,3,0
30541012_s3,20,1,0
30541012_s4,23,2,1
30541012_s5,10,0,0
30541012_s6,24,5,7
30541012_s7,18,1,0
30541012_s8,14,1,0
30541012_s9,14,3,1
30541012_s10,14,2,1
30541012_s11,24,2,1
31638736_s0,23,1,0
31638736_s1,28,1,0
31638736_s2,40,1,0
31638736_s3,16,0,0
31638736_s4,13,0,0
31638736_s5,7,0,0
31638736_s6,32,0,0
31638736_s7,19,1,0
31638736_s8,22,2,1
31638736_s9,24,1,0
31638736_s10,28,2,1
31638736_s11,21,2,0
31638736_s12,6,0,0
33102354_s0,13,1,0
33102354_s1,22,2,1
33102354_s2,14,1,0
33102354_s3,6,0,0
33102354_s4,24,1,0
33102354_s5,21,0,0
33102354_s6,37,1,0
33102354_s7,23,2,0
33102354_s8,15,2,0
33102354_s9,17,0,0
33102354_s10,23,1,0
33102354_s11,17,1,0
33102354_s12,20,1,0
29499679_s0,26,5,2
29499679_s1,35,7,3
29499679_s2,17,2,0
29499679_s3,14,3,0
29499679_s4,22,2,0
29499679_s5,35,8,2
29499679_s6,15,2,0
29499679_s7,19,1,0
29499679_s8,10,1,0
29499679_s9,23,7,0
29499679_s10,46,7,3
29499679_s11,19,4,0
29499679_s12,18,4,0
29499679_s13,29,3,1
29499679_s14,40,7,6
30339964_s0,14,2,0
30339964_s1,20,0,0
30339964_s2,26,0,0
30339964_s3,26,0,0
30339964_s4,22,5,0
30339964_s5,13,0,0
30339964_s6,11,2,1
30339964_s7,18,0,0
30339964_s8,19,4,3
30339964_s9,38,2,0
30027497_s0,23,5,2
30027497_s1,19,4,2
30027497_s2,17,2,0
30027497_s3,47,12,6
30027497_s4,61,7,0
30027497_s5,14,0,0
30027497_s6,21,7,4
30027497_s7,21,3,1
30027497_s8,22,7,3
30027497_s9,56,14,3
30027497_s10,26,7,3
30027497_s11,30,7,4
30784077_s0,19,3,0
30784077_s1,55,6,4
30784077_s2,16,1,0
30784077_s3,22,2,0
30784077_s4,30,4,0
30784077_s5,22,2,0
30784077_s6,49,6,0
30784077_s7,9,0,0
30784077_s8,25,3,1
30784077_s9,30,2,1
33013289_s0,21,6,1
33013289_s1,16,2,1
33013289_s2,10,3,2
33013289_s3,22,3,2
33013289_s4,39,6,1
33013289_s5,13,4,1
33013289_s6,22,2,0
33013289_s7,29,3,1
33013289_s8,37,13,7
33013289_s9,23,3,1
33013289_s10,55,8,6
33013289_s11,33,3,0
33013289_s12,25,7,2
33013289_s13,10,0,0
33013289_s14,6,0,0
30722800_s0,25,2,0
30722800_s1,42,3,0
30722800_s2,23,1,0
30722800_s3,42,6,2
30722800_s4,27,1,0
30722800_s5,23,2,1
30722800_s6,17,2,1
30722800_s7,41,4,0
30722800_s8,37,1,0
27999185_s0,19,1,0
27999185_s1,10,3,2
27999185_s2,22,3,1
27999185_s3,29,5,2
27999185_s4,15,2,1
27999185_s5,23,4,1
27999185_s6,19,4,0
27999185_s7,23,2,0
27999185_s8,24,1,0
27999185_s9,34,2,0
26377350_s0,11,1,0
26377350_s1,45,7,3
26377350_s2,27,4,1
26377350_s3,10,1,0
26377350_s4,32,3,0
26377350_s5,36,1,0
26377350_s6,19,3,2
30206799_s0,17,2,0
30206799_s1,33,6,2
30206799_s2,20,4,1
30206799_s3,17,2,0
30206799_s4,10,0,0
30206799_s5,38,3,0
30206799_s6,8,2,0
30206799_s7,20,4,2
30206799_s8,13,2,1
30206799_s9,13,0,0
30206799_s10,44,2,0
30206799_s11,22,3,0
30206799_s12,11,2,0
30206799_s13,40,5,1
30206799_s14,20,2,0
30206799_s15,8,0,0
30206799_s16,18,2,1
30206799_s17,20,2,0
30206799_s18,21,1,0
30206799_s19,18,0,0
30206799_s20,11,0,0
27636839_s0,10,1,0
27636839_s1,22,2,0
27636839_s2,39,4,2
27636839_s3,17,1,0
27636839_s4,35,4,0
27636839_s5,33,5,1
27636839_s6,41,2,0
27636839_s7,13,3,1
27636839_s8,46,5,0
27684569_s0,15,2,0
27684569_s1,20,2,1
27684569_s2,36,4,1
27684569_s3,18,1,0
27684569_s4,16,0,0
27684569_s5,23,6,2
27684569_s6,27,4,0
27684569_s7,20,3,0
27684569_s8,20,2,0
27684569_s9,17,1,0
27684569_s10,20,1,0
27684569_s11,16,2,0
27684569_s12,23,2,0
29197216_s0,14,0,0
29197216_s1,36,3,2
29197216_s2,14,0,0
29197216_s3,15,1,0
29197216_s4,22,1,0
29197216_s5,21,1,0
29197216_s6,17,3,0
29197216_s7,14,0,0
29197216_s8,28,5,2
29197216_s9,9,0,0
29197216_s10,20,0,0
29197216_s11,33,0,0
29197216_s12,51,1,0
29197216_s13,43,1,0
29197216_s14,14,0,0
29197216_s15,28,2,0
