sent_id,tokens,entities,relations
20221122_164_s0,56,10,4
29952230_s0,19,3,0
29952230_s1,16,2,0
29952230_s2,29,3,1
29952230_s3,13,1,0
29952230_s4,7,0,0
29952230_s5,21,2,0
29952230_s6,13,2,0
29952230_s7,20,3,0
34274033_s0,18,6,0
34274033_s1,11,2,1
34274033_s2,36,7,1
34274033_s3,41,8,0
34274033_s4,26,1,0
34274033_s5,27,7,1
34274033_s6,7,1,0
34274033_s7,21,2,0
34274033_s8,22,2,0
34274033_s9,30,8,0
34274033_s10,7,0,0
34274033_s11,36,4,0
34274033_s12,14,2,0
34274033_s13,17,2,0
34274033_s14,21,5,1
34274033_s15,39,6,0
34274033_s16,20,4,3
34274033_s17,20,6,0
34274033_s18,12,2,1
34274033_s19,10,2,0
34274033_s20,18,5,2
34274033_s21,10,1,0
34274033_s22,7,0,0
34274033_s23,17,4,0
34274033_s24,27,6,7
34274033_s25,31,1,0
34274033_s26,2,0,0
34274033_s27,15,0,0
20221103_186_s0,23,3,1
19351943_s0,48,12,7
19351943_s1,20,6,2
19351943_s2,26,4,0
19351943_s3,29,1,0
19351943_s4,13,3,0
19351943_s5,19,6,0
19351943_s6,20,1,0
19351943_s7,18,4,0
19351943_s8,30,7,0
19351943_s9,56,12,4
19351943_s10,27,5,0
19351943_s11,28,4,0
19351943_s12,26,8,7
19351943_s13,13,2,0
19351943_s14,5,0,0
20221103_155_s0,36,6,5
20221103_70_s0,38,5,0
20221122_93_s0,45,7,5
22138231_s0,6,2,0
22138231_s1,33,8,9
22138231_s2,16,2,0
22138231_s3,35,6,4
22138231_s4,34,5,2
25777685_s0,9,3,2
25777685_s1,34,7,3
25777685_s2,25,8,2
25777685_s3,31,5,2
25777685_s4,30,7,5
25777685_s5,38,14,4
25777685_s6,27,5,3
25777685_s7,13,4,0
25777685_s8,21,4,1
25777685_s9,24,5,3
20221103_26_s0,28,5,6
34653513_s0,12,3,1
34653513_s1,14,3,3
34653513_s2,27,2,0
34653513_s3,17,3,0
34653513_s4,14,2,0
34653513_s5,11,3,3
34653513_s6,8,2,1
34653513_s7,12,3,0
34653513_s8,11,2,0
34653513_s9,16,3,1
34653513_s10,20,6,3
34653513_s11,19,6,3
34653513_s12,12,3,2
34653513_s13,27,2,0
34653513_s14,27,4,1
34653513_s15,22,6,1
20221103_2_s0,35,5,2
20221122_86_s0,21,5,2
20221103_69_s0,16,3,1
20221103_148_s0,31,5,3
27856395_s0,11,3,2
27856395_s1,6,1,0
27856395_s2,20,4,2
27856395_s3,26,4,5
27856395_s4,57,8,4
27856395_s5,20,2,1
38206609_s0,8,2,1
38206609_s1,22,4,2
38206609_s2,12,3,1
38206609_s3,40,6,1
38206609_s4,13,3,1
38206609_s5,35,5,4
38206609_s6,33,2,1
38206609_s7,35,4,0
38206609_s8,45,5,0
38206609_s9,9,0,0
38206609_s10,21,4,0
38206609_s11,13,3,0
38206609_s12,41,10,6
38206609_s13,24,6,4
38206609_s14,18,4,2
38206609_s15,29,4,0
38206609_s16,20,5,2
38206609_s17,16,2,0
38206609_s18,21,4,2
38206609_s19,38,4,1
38206609_s20,25,4,1
20221122_98_s0,18,4,1
29590363_s0,17,6,4
29590363_s1,33,5,2
29590363_s2,40,6,1
29590363_s3,35,6,0
29590363_s4,6,1,0
29590363_s5,39,6,2
29590363_s6,14,2,0
29590363_s7,61,19,7
29590363_s8,11,2,0
29590363_s9,41,5,2
20221103_98_s0,29,6,2
27893387_s0,11,2,1
27893387_s1,10,1,0
27893387_s2,19,1,0
27893387_s3,9,3,0
27893387_s4,20,1,0
27893387_s5,23,1,0
27893387_s6,36,3,0
27893387_s7,20,2,0
27893387_s8,10,0,0
27893387_s9,12,1,0
27893387_s10,7,0,0
27893387_s11,24,1,0
20221122_152_s0,24,2,0
31675497_s0,12,3,2
31675497_s1,18,5,4
31675497_s2,9,2,1
31675497_s3,20,3,0
31675497_s4,16,3,1
31675497_s5,27,7,9
31675497_s6,22,7,3
31675497_s7,19,4,3
31675497_s8,19,3,2
35940184_s0,4,2,1
35940184_s1,35,5,1
35940184_s2,28,7,4
35940184_s3,12,3,1
35940184_s4,14,4,0
35940184_s5,45,9,10
35940184_s6,8,3,0
35940184_s7,10,0,0
35940184_s8,9,1,0
35940184_s9,26,5,0
20221122_68_s0,109,14,8
20221122_113_s0,28,7,1
20221103_136_s0,100,13,2
2033413_s0,18,5,1
2033413_s1,70,7,0
2033413_s2,28,5,0
2033413_s3,16,7,11
2033413_s4,23,1,0
2033413_s5,24,3,2
2033413_s6,15,3,2
2033413_s7,19,4,0
20221103_129_s0,25,9,14
30669122_s0,17,4,0
30669122_s1,25,3,0
30669122_s2,15,3,3
30669122_s3,34,7,1
30669122_s4,59,14,10
30669122_s5,56,12,9
30669122_s6,68,10,5
20221122_182_s0,24,2,1
29896627_s0,17,4,0
29896627_s1,20,3,1
29896627_s2,24,4,0
29896627_s3,42,7,0
29896627_s4,13,3,0
29896627_s5,18,5,0
29896627_s6,13,2,0
29896627_s7,26,4,1
29896627_s8,23,6,0
29896627_s9,43,5,0
29896627_s10,44,5,0
29896627_s11,26,6,1
29896627_s12,35,6,0
29896627_s13,22,4,0
29896627_s14,22,4,0
29896627_s15,12,2,1
32828166_s0,18,6,1
32828166_s1,17,3,1
32828166_s2,19,3,0
32828166_s3,30,6,1
32828166_s4,56,13,2
32828166_s5,13,2,0
32828166_s6,13,2,0
32828166_s7,12,2,0
32828166_s8,14,0,0
32828166_s9,45,1,0
32828166_s10,49,13,0
32828166_s11,8,0,0
32828166_s12,33,9,0
32828166_s13,21,3,1
32828166_s14,17,3,2
32828166_s15,30,6,0
32828166_s16,2,0,0
20221103_161_s0,41,5,1
28825715_s0,6,2,1
28825715_s1,12,3,3
28825715_s2,24,4,0
28825715_s3,27,4,1
28825715_s4,35,8,0
28825715_s5,28,6,1
28825715_s6,20,4,1
28825715_s7,29,8,1
28825715_s8,16,4,1
28825715_s9,24,3,1
29884724_s0,13,3,0
29884724_s1,22,6,0
29884724_s2,12,3,0
29884724_s3,3,0,0
29884724_s4,21,3,0
29884724_s5,78,15,0
29884724_s6,20,4,0
29884724_s7,38,8,0
29884724_s8,28,6,0
29884724_s9,30,6,0
29884724_s10,46,12,1
29884724_s11,31,7,0
20221122_196_s0,36,7,0
37218308_s0,18,4,0
37218308_s1,23,6,3
37218308_s2,19,6,3
37218308_s3,12,3,2
37218308_s4,54,14,8
37218308_s5,33,8,4
37218308_s6,24,4,2
37218308_s7,76,28,5
37218308_s8,33,8,7
32348643_s0,8,2,1
32348643_s1,22,3,1
32348643_s2,40,1,0
32348643_s3,20,2,0
32348643_s4,33,8,0
32348643_s5,11,2,0
32348643_s6,16,1,0
32348643_s7,25,3,0
32348643_s8,27,3,0
32348643_s9,17,3,0
32348643_s10,39,8,1
32348643_s11,12,2,0
32348643_s12,13,1,0
32348643_s13,42,7,0
32348643_s14,48,5,1
15784868_s0,12,3,2
15784868_s1,11,2,1
15784868_s2,24,5,1
15784868_s3,14,2,0
15784868_s4,30,8,4
15784868_s5,34,5,0
15784868_s6,25,4,0
15784868_s7,12,1,0
15784868_s8,22,6,3
15784868_s9,40,8,2
15784868_s10,23,5,2
15784868_s11,15,4,1
15784868_s12,34,6,5
15784868_s13,19,2,1
15784868_s14,13,2,1
33278937_s0,2,1,0
33278937_s1,43,7,5
33278937_s2,19,3,2
33278937_s3,24,6,2
33278937_s4,8,2,1
33278937_s5,12,3,1
33278937_s6,23,6,2
33278937_s7,25,7,5
33278937_s8,42,7,4
33278937_s9,25,6,5
33278937_s10,22,4,2
33278937_s11,17,4,1
33278937_s12,21,5,3
33278937_s13,19,2,1
33278937_s14,18,4,1
33278937_s15,17,3,0
33278937_s16,24,5,3
33278937_s17,27,2,0
33278937_s18,19,3,0
17215395_s0,16,4,3
17215395_s1,14,3,1
17215395_s2,32,7,0
17215395_s3,16,3,0
17215395_s4,25,4,1
17215395_s5,14,1,0
17215395_s6,30,4,2
17215395_s7,20,2,1
37924833_s0,23,6,1
37924833_s1,30,7,1
37924833_s2,20,4,1
37924833_s3,42,7,0
37924833_s4,40,7,2
37924833_s5,59,6,0
37924833_s6,16,2,0
37924833_s7,11,1,0
37924833_s8,91,15,0
37924833_s9,36,5,2
37924833_s10,63,8,3
37924833_s11,30,3,0
37924833_s12,13,2,0
37924833_s13,6,0,0
37924833_s14,20,4,2
37924833_s15,20,5,3
37924833_s16,6,0,0
20221122_105_s0,33,10,6
20221122_138_s0,19,3,2
36244360_s0,23,6,2
36244360_s1,9,0,0
36244360_s2,17,2,0
36244360_s3,27,6,0
36244360_s4,23,8,1
36244360_s5,12,4,0
36244360_s6,45,6,0
13678875_s0,7,3,2
13678875_s1,17,3,1
13678875_s2,14,3,2
13678875_s3,21,4,0
13678875_s4,18,3,1
13678875_s5,26,5,2
13678875_s6,10,2,0
13678875_s7,34,4,2
13678875_s8,13,3,0
13678875_s9,24,5,3
13678875_s10,12,1,0
13678875_s11,30,3,0
36640396_s0,26,6,2
36640396_s1,24,3,0
36640396_s2,26,4,0
36640396_s3,22,4,0
36640396_s4,37,5,0
36640396_s5,9,1,0
36640396_s6,21,6,0
36640396_s7,18,3,0
36640396_s8,46,8,4
36640396_s9,38,5,0
36640396_s10,20,5,0
36640396_s11,10,0,0
36640396_s12,18,2,1
36640396_s13,21,3,1
20221122_144_s0,34,6,3
23740050_s0,11,3,2
23740050_s1,35,8,6
23740050_s2,25,4,1
23740050_s3,37,7,1
23740050_s4,5,2,0
23740050_s5,39,13,1
23740050_s6,27,4,0
23740050_s7,27,8,7
23740050_s8,17,4,3
23740050_s9,17,5,3
23740050_s10,21,5,3
23740050_s11,28,5,2
23740050_s12,16,3,2
29710317_s0,12,3,2
29710317_s1,30,7,0
29710317_s2,23,4,2
29710317_s3,19,5,1
29710317_s4,37,6,2
29710317_s5,22,3,0
29710317_s6,22,6,2
29710317_s7,25,3,0
18668039_s0,6,2,1
18668039_s1,38,7,2
18668039_s2,17,2,1
18668039_s3,21,4,3
18668039_s4,14,3,2
18668039_s5,27,7,1
18668039_s6,20,2,0
18668039_s7,33,3,1
18668039_s8,14,2,0
18668039_s9,24,1,0
18668039_s10,24,5,2
20221103_91_s0,33,5,3
20221103_66_s0,15,4,4
20221122_17_s0,36,10,3
25605841_s0,27,4,0
25605841_s1,32,7,3
25605841_s2,20,4,0
25605841_s3,36,5,1
25605841_s4,28,8,8
25605841_s5,12,1,0
25605841_s6,25,5,0
25605841_s7,22,3,0
25605841_s8,12,2,0
25605841_s9,15,1,0
25605841_s10,40,4,2
25605841_s11,19,4,0
25605841_s12,10,3,2
34174034_s0,34,7,0
34174034_s1,27,5,1
34174034_s2,19,3,0
34174034_s3,23,3,2
34174034_s4,14,3,0
34174034_s5,28,2,0
34174034_s6,22,2,0
34174034_s7,16,3,0
34174034_s8,19,4,0
34174034_s9,41,4,1
34174034_s10,11,1,0
34174034_s11,36,6,4
20221103_167_s0,14,4,2
20221103_83_s0,27,5,3
29728331_s0,45,12,10
29728331_s1,20,4,1
29728331_s2,18,2,0
29728331_s3,33,5,1
29728331_s4,28,2,0
29728331_s5,13,0,0
29728331_s6,12,3,0
29728331_s7,20,1,0
29728331_s8,33,3,0
29728331_s9,17,3,0
29728331_s10,8,1,0
29728331_s11,37,3,0
29728331_s12,39,3,0
29728331_s13,29,2,0
29728331_s14,49,3,0
29728331_s15,38,6,1
29728331_s16,20,2,0
29728331_s17,31,4,3
29728331_s18,6,0,0
20221103_150_s0,24,5,6
38214616_s0,17,4,0
38214616_s1,29,5,5
38214616_s2,54,15,5
38214616_s3,94,30,22
38214616_s4,15,4,3
38214616_s5,16,3,0
36108668_s0,22,4,1
36108668_s1,20,4,2
36108668_s2,49,6,1
36108668_s3,67,12,2
36108668_s4,14,3,0
36108668_s5,23,2,0
36108668_s6,15,2,1
36108668_s7,25,5,0
36108668_s8,22,4,0
36108668_s9,5,1,0
36108668_s10,33,5,0
36108668_s11,11,1,0
36108668_s12,21,1,0
36108668_s13,19,3,2
36108668_s14,13,2,1
36108668_s15,26,5,3
36108668_s16,15,2,1
36108668_s17,27,4,1
36108668_s18,26,0,0
36108668_s19,12,0,0
28646783_s0,14,3,1
28646783_s1,17,8,7
28646783_s2,24,3,0
28646783_s3,18,2,0
28646783_s4,15,2,0
28646783_s5,30,3,1
28646783_s6,40,6,1
28646783_s7,32,5,2
28646783_s8,20,3,1
33341172_s0,21,7,0
33341172_s1,18,2,0
33341172_s2,39,9,4
33341172_s3,27,7,0
33341172_s4,40,4,0
33341172_s5,13,2,0
33341172_s6,32,4,0
33341172_s7,62,9,7
33341172_s8,15,1,0
33341172_s9,19,5,0
27940106_s0,15,3,2
27940106_s1,22,7,2
27940106_s2,18,3,3
27940106_s3,24,3,0
27940106_s4,48,8,2
27940106_s5,32,6,2
27940106_s6,38,9,3
27940106_s7,16,2,1
35334224_s0,38,7,2
35334224_s1,20,1,0
35334224_s2,17,3,0
35334224_s3,21,4,0
35334224_s4,32,6,0
35334224_s5,33,4,0
35334224_s6,11,2,0
35334224_s7,67,5,0
35334224_s8,22,3,0
35334224_s9,12,1,0
35334224_s10,65,9,0
35334224_s11,27,6,0
35334224_s12,5,1,0
35334224_s13,46,7,1
35334224_s14,11,1,0
35334224_s15,23,4,1
35334224_s16,56,10,2
35334224_s17,15,3,1
35334224_s18,18,5,3
35334224_s19,21,1,0
35334224_s20,35,5,1
35334224_s21,13,1,0
20221122_137_s0,23,3,2
24732962_s0,4,0,0
24732962_s1,16,2,1
24732962_s2,33,5,1
24732962_s3,8,1,0
24732962_s4,26,3,0
24732962_s5,30,5,1
24732962_s6,16,1,0
24732962_s7,23,5,2
24732962_s8,36,6,0
24732962_s9,7,1,0
24732962_s10,10,0,0
24732962_s11,18,0,0
24732962_s12,12,2,1
24732962_s13,29,2,1
36926982_s0,9,2,1
36926982_s1,16,2,1
20221103_9_s0,47,15,6
20221103_7_s0,58,17,6
25898050_s0,31,9,4
25898050_s1,17,3,1
25898050_s2,17,4,2
25898050_s3,34,3,0
25898050_s4,29,7,2
25898050_s5,21,4,0
25898050_s6,17,4,0
25898050_s7,29,5,4
25898050_s8,15,0,0
25898050_s9,27,3,0
25898050_s10,39,6,0
25898050_s11,33,5,0
25898050_s12,9,0,0
25898050_s13,23,3,0
25898050_s14,35,5,2
34608328_s0,8,2,0
34608328_s1,14,3,3
34608328_s2,17,2,0
34608328_s3,28,3,0
34608328_s4,22,3,0
34608328_s5,11,2,1
34608328_s6,20,1,0
31017632_s0,15,4,2
31017632_s1,28,4,2
31017632_s2,22,4,0
31017632_s3,39,4,0
31017632_s4,29,5,0
31017632_s5,11,3,0
31017632_s6,34,7,0
31017632_s7,16,4,1
31017632_s8,53,7,0
31017632_s9,22,3,0
31017632_s10,55,14,3
31017632_s11,57,14,5
31017632_s12,59,9,8
27912058_s0,16,3,2
27912058_s1,16,4,5
27912058_s2,17,4,2
27912058_s3,34,6,7
27912058_s4,26,7,5
27912058_s5,19,4,3
27912058_s6,14,4,2
27912058_s7,22,4,2
23564292_s0,17,6,5
23564292_s1,13,3,2
23564292_s2,36,6,2
23564292_s3,11,2,0
23564292_s4,19,4,0
23564292_s5,19,3,0
23564292_s6,34,3,2
23564292_s7,30,3,2
21508238_s0,30,6,1
21508238_s1,21,4,3
21508238_s2,21,5,4
21508238_s3,33,6,0
21508238_s4,24,5,0
21508238_s5,29,7,4
21508238_s6,27,7,3
21508238_s7,22,4,1
27139058_s0,39,9,4
27139058_s1,10,1,0
27139058_s2,16,2,0
27139058_s3,17,1,0
27139058_s4,23,3,0
27139058_s5,33,5,2
27139058_s6,45,6,0
27139058_s7,55,6,0
27139058_s8,20,3,0
27139058_s9,18,2,0
27139058_s10,24,5,0
27139058_s11,17,2,0
27139058_s12,29,4,2
27139058_s13,31,3,0
27139058_s14,8,0,0
20221103_144_s0,50,7,2
20221122_26_s0,33,6,4
20221103_65_s0,30,5,2
26948188_s0,8,3,0
26948188_s1,14,3,3
26948188_s2,18,1,0
26948188_s3,27,4,0
26948188_s4,32,3,0
26948188_s5,11,1,0
26948188_s6,36,7,0
26948188_s7,13,2,1
26948188_s8,38,4,1
26948188_s9,25,1,0
20221122_82_s0,25,6,2
20221122_130_s0,44,14,15
23663953_s0,4,1,0
23663953_s1,21,2,0
23663953_s2,8,1,0
23663953_s3,25,5,3
23663953_s4,21,2,1
23663953_s5,33,6,2
23663953_s6,14,1,0
23663953_s7,19,2,1
23663953_s8,16,1,0
23663953_s9,13,0,0
23663953_s10,17,2,0
23663953_s11,31,3,0
23663953_s12,23,1,0
20221122_38_s0,51,10,8
12118028_s0,14,3,1
12118028_s1,36,6,0
12118028_s2,46,12,5
12118028_s3,14,2,0
12118028_s4,28,5,2
12118028_s5,22,4,2
12118028_s6,21,3,2
12118028_s7,16,4,2
12118028_s8,12,3,2
12118028_s9,8,2,1
12118028_s10,14,4,1
12118028_s11,24,3,1
12118028_s12,14,3,0
20221103_6_s0,38,8,5
34419188_s0,19,5,4
34419188_s1,11,2,1
34419188_s2,20,3,1
34419188_s3,34,6,0
34419188_s4,21,4,0
34419188_s5,13,1,0
34419188_s6,62,10,2
20221103_165_s0,16,5,7
31672337_s0,17,5,2
31672337_s1,32,9,17
31672337_s2,24,2,1
31672337_s3,38,8,0
31672337_s4,24,2,0
31672337_s5,43,10,9
31672337_s6,20,2,0
31672337_s7,13,1,0
31672337_s8,12,2,0
31672337_s9,31,8,2
31672337_s10,24,3,1
31672337_s11,12,0,0
31672337_s12,63,13,0
31672337_s13,39,9,3
31672337_s14,23,5,1
31672337_s15,61,9,0
31672337_s16,13,3,0
31672337_s17,26,7,0
31672337_s18,28,4,2
31672337_s19,20,2,0
31672337_s20,15,2,0
31672337_s21,23,4,0
14643117_s0,10,4,4
14643117_s1,32,5,3
14643117_s2,37,4,0
14643117_s3,12,1,0
14643117_s4,45,10,2
14643117_s5,30,5,4
14643117_s6,10,2,0
14643117_s7,19,2,0
14643117_s8,23,5,4
14643117_s9,24,3,2
20221103_159_s0,25,7,1
20221103_1_s0,34,8,3
34774203_s0,17,4,0
34774203_s1,15,4,2
34774203_s2,22,4,2
34774203_s3,31,8,2
34774203_s4,23,4,0
34774203_s5,49,8,4
34774203_s6,24,4,3
31077500_s0,13,2,1
31077500_s1,25,6,4
31077500_s2,32,8,5
31077500_s3,23,6,2
31077500_s4,22,5,0
31077500_s5,25,3,1
31077500_s6,12,1,0
31077500_s7,33,3,1
31077500_s8,19,3,1
31077500_s9,17,3,1
31077500_s10,27,2,0
33915549_s0,18,5,2
33915549_s1,12,2,1
33915549_s2,11,2,0
33915549_s3,8,2,1
33915549_s4,21,3,3
33915549_s5,21,6,3
33915549_s6,16,1,0
33915549_s7,20,3,0
33915549_s8,6,1,0
33915549_s9,35,7,7
33915549_s10,19,3,2
9842950_s0,44,10,3
9842950_s1,22,4,2
9842950_s2,40,10,0
9842950_s3,13,2,0
9842950_s4,33,3,0
9842950_s5,4,0,0
9842950_s6,38,8,3
9842950_s7,42,5,3
9842950_s8,20,1,0
9842950_s9,24,2,1
9842950_s10,8,2,0
9842950_s11,36,7,4
9842950_s12,15,1,0
9842950_s13,18,4,3
30545856_s0,9,4,3
30545856_s1,18,5,1
30545856_s2,11,3,0
30545856_s3,28,7,1
30545856_s4,22,2,0
30545856_s5,19,6,0
30545856_s6,23,6,2
30545856_s7,22,3,0
28109647_s0,5,2,0
28109647_s1,13,2,0
28109647_s2,19,3,1
28109647_s3,24,3,0
28109647_s4,46,7,2
28109647_s5,9,1,0
28109647_s6,24,4,1
28109647_s7,26,2,0
28109647_s8,27,7,1
28109647_s9,19,3,0
6360000_s0,9,3,2
6360000_s1,36,7,6
6360000_s2,22,7,5
6360000_s3,11,2,0
6360000_s4,18,3,0
6360000_s5,20,2,1
6360000_s6,14,3,0
6360000_s7,14,2,0
18180336_s0,10,3,0
18180336_s1,43,11,5
18180336_s2,18,0,0
18180336_s3,35,8,0
18180336_s4,14,4,1
18180336_s5,26,5,0
18180336_s6,39,7,0
18180336_s7,29,5,3
18180336_s8,20,3,2
18180336_s9,33,5,2
20221103_120_s0,38,8,6
28612259_s0,8,3,1
28612259_s1,14,4,4
28612259_s2,17,5,5
28612259_s3,16,3,1
28612259_s4,41,12,5
28612259_s5,31,6,5
28612259_s6,11,3,0
28612259_s7,17,4,0
28612259_s8,22,6,3
28612259_s9,16,3,1
28612259_s10,27,6,2
28612259_s11,16,3,2
28612259_s12,14,3,2
33626254_s0,9,3,0
33626254_s1,21,4,1
33626254_s2,15,4,2
33626254_s3,15,3,0
33626254_s4,42,6,0
33626254_s5,37,3,3
33626254_s6,67,7,3
33626254_s7,19,2,0
33626254_s8,18,3,0
33626254_s9,29,4,0
33626254_s10,31,3,0
33626254_s11,17,8,10
33626254_s12,16,4,0
33626254_s13,27,5,2
33626254_s14,29,4,0
34265274_s0,19,4,1
34265274_s1,22,2,0
34265274_s2,35,6,0
34265274_s3,40,4,0
34265274_s4,15,3,0
34265274_s5,34,3,0
34265274_s6,33,4,2
34265274_s7,22,3,0
34265274_s8,16,4,0
34265274_s9,47,7,0
34265274_s10,40,4,0
34265274_s11,11,1,0
34265274_s12,27,1,0
34265274_s13,22,4,1
34265274_s14,19,4,0
34265274_s15,52,7,1
34265274_s16,16,0,0
20221103_181_s0,34,4,2
20221122_194_s0,19,4,2
29753295_s0,8,3,1
29753295_s1,20,4,4
29753295_s2,13,4,5
29753295_s3,13,4,0
29753295_s4,17,4,1
29753295_s5,15,5,0
29753295_s6,25,4,2
29753295_s7,8,2,0
29753295_s8,23,2,0
29753295_s9,14,0,0
29753295_s10,15,0,0
29753295_s11,11,2,0
29753295_s12,7,1,0
29753295_s13,21,1,0
29753295_s14,26,5,1
29753295_s15,20,1,0
29753295_s16,28,6,2
29753295_s17,23,5,1
29753295_s18,16,2,0
29753295_s19,18,4,0
29753295_s20,14,3,0
30396512_s0,1,1,0
30396512_s1,16,4,3
30396512_s2,51,4,0
20221103_48_s0,45,11,9
28034075_s0,15,4,4
28034075_s1,35,6,0
28034075_s2,15,3,0
28034075_s3,45,6,0
28034075_s4,70,10,0
28034075_s5,37,10,8
28034075_s6,32,8,1
28034075_s7,39,7,1
31816349_s0,10,3,2
31816349_s1,21,8,9
31816349_s2,31,6,4
31816349_s3,20,2,0
31816349_s4,21,3,1
31816349_s5,17,2,1
31816349_s6,20,11,15
31816349_s7,13,1,0
31816349_s8,17,5,7
31816349_s9,33,6,0
28241357_s0,35,8,0
28241357_s1,20,4,0
28241357_s2,52,7,0
28241357_s3,18,5,0
28241357_s4,13,2,0
28241357_s5,8,1,0
28241357_s6,24,4,3
28241357_s7,29,5,1
28241357_s8,16,3,0
28241357_s9,19,3,0
28241357_s10,35,7,0
28241357_s11,26,4,0
28241357_s12,60,9,0
28241357_s13,31,6,0
28241357_s14,20,0,0
28241357_s15,5,0,0
33305508_s0,13,3,2
33305508_s1,26,7,8
33305508_s2,21,4,1
33305508_s3,24,8,1
33305508_s4,4,1,0
33305508_s5,11,3,1
33305508_s6,15,4,1
33305508_s7,16,3,1
33305508_s8,11,2,0
33305508_s9,10,1,0
33305508_s10,26,7,0
33305508_s11,15,2,0
33305508_s12,20,4,1
33305508_s13,11,2,0
33305508_s14,13,3,1
33305508_s15,14,4,2
33305508_s16,13,2,1
33305508_s17,12,2,1
33305508_s18,19,5,4
33305508_s19,21,4,3
33305508_s20,4,0,0
33305508_s21,4,0,0
20221103_36_s0,38,12,9
20221103_49_s0,34,4,1
9853440_s0,11,3,2
9853440_s1,24,4,1
9853440_s2,25,5,3
9853440_s3,18,3,0
9853440_s4,28,9,1
9853440_s5,27,6,3
9853440_s6,30,6,2
9853440_s7,24,3,2
9853440_s8,17,3,1
9853440_s9,23,3,1
9853440_s10,8,1,0
9853440_s11,17,4,1
9853440_s12,22,2,0
20221122_175_s0,33,6,2
20221103_23_s0,38,9,7
20221122_64_s0,20,5,4
30385214_s0,15,4,0
30385214_s1,31,2,0
30385214_s2,25,3,1
30385214_s3,40,7,3
30385214_s4,12,1,0
30385214_s5,13,3,1
30385214_s6,29,4,0
30385214_s7,25,2,0
30385214_s8,18,1,0
20221122_160_s0,52,6,5
29217836_s0,11,3,0
29217836_s1,22,5,6
29217836_s2,29,6,3
29217836_s3,26,5,1
29217836_s4,46,7,1
29217836_s5,32,4,0
29217836_s6,19,1,0
29217836_s7,26,3,0
10784452_s0,12,3,1
10784452_s1,14,3,1
10784452_s2,13,1,0
10784452_s3,40,5,1
10784452_s4,17,1,0
20221103_15_s0,32,5,2
32001654_s0,8,2,0
32001654_s1,24,3,0
32001654_s2,28,6,0
32001654_s3,35,8,8
32001654_s4,17,4,3
32001654_s5,25,3,0
25977168_s0,10,3,1
25977168_s1,25,6,6
25977168_s2,15,1,0
25977168_s3,20,2,0
25977168_s4,33,9,0
25977168_s5,16,2,0
25977168_s6,19,1,0
25977168_s7,13,2,0
25977168_s8,16,1,0
25977168_s9,17,2,1
25977168_s10,12,1,0
25977168_s11,19,4,3
34416346_s0,9,2,0
34416346_s1,16,2,1
34416346_s2,19,3,0
34416346_s3,24,5,1
34416346_s4,14,5,1
34416346_s5,26,6,0
34416346_s6,14,2,1
34416346_s7,16,3,1
34416346_s8,10,0,0
34416346_s9,16,4,2
34416346_s10,18,4,2
34416346_s11,14,1,0
20221122_185_s0,47,8,5
11466121_s0,16,5,1
11466121_s1,16,3,2
11466121_s2,31,5,2
11466121_s3,26,4,1
11466121_s4,12,2,0
11466121_s5,21,2,0
11466121_s6,14,1,0
11466121_s7,23,3,0
11466121_s8,47,6,2
11466121_s9,24,4,2
11466121_s10,39,7,3
11466121_s11,18,4,3
16882962_s0,11,5,3
16882962_s1,19,4,2
16882962_s2,27,3,0
16882962_s3,14,2,0
16882962_s4,40,6,0
16882962_s5,35,7,5
16882962_s6,6,0,0
16882962_s7,14,2,0
16882962_s8,31,6,0
16882962_s9,37,3,0
16882962_s10,56,17,10
16882962_s11,29,6,1
16882962_s12,54,15,6
16882962_s13,18,3,2
20221122_187_s0,49,7,0
20221122_32_s0,22,5,4
20221122_155_s0,41,6,4
32294346_s0,8,2,1
32294346_s1,44,9,5
32294346_s2,23,4,1
32294346_s3,25,1,0
32294346_s4,35,3,3
32294346_s5,29,4,2
32294346_s6,18,1,0
32294346_s7,47,4,0
32294346_s8,32,3,0
32294346_s9,18,6,2
32294346_s10,22,5,0
32294346_s11,32,5,1
32294346_s12,36,5,0
17976360_s0,14,4,0
17976360_s1,29,4,0
17976360_s2,25,5,3
17976360_s3,29,6,1
20221122_100_s0,33,4,0
31537100_s0,11,3,2
31537100_s1,24,7,11
31537100_s2,41,1,0
31537100_s3,54,6,3
31537100_s4,48,3,0
31537100_s5,41,4,0
32223344_s0,19,4,1
32223344_s1,1,0,0
32223344_s2,23,5,6
32223344_s3,22,3,0
32223344_s4,44,6,1
32223344_s5,7,1,0
32223344_s6,11,1,0
32223344_s7,31,7,1
32223344_s8,24,4,0
32223344_s9,33,4,1
20221103_152_s0,20,6,1
20221122_148_s0,39,5,0
20221103_10_s0,37,9,7
20071700_s0,11,3,1
20071700_s1,24,6,7
20071700_s2,22,4,1
20071700_s3,24,3,0
20071700_s4,11,1,0
20071700_s5,23,3,1
20071700_s6,16,1,0
20071700_s7,21,5,1
20071700_s8,25,5,0
20071700_s9,23,5,0
20071700_s10,24,4,1
35430370_s0,8,2,1
35430370_s1,16,3,1
35430370_s2,33,4,0
35430370_s3,11,2,1
35430370_s4,31,7,2
35430370_s5,35,6,0
35430370_s6,24,5,1
35430370_s7,42,12,5
35430370_s8,20,4,0
35430370_s9,24,6,0
35430370_s10,22,5,0
35430370_s11,16,2,0
35430370_s12,20,5,4
15465465_s0,7,4,0
